???????,tlv-????,????????? ???????
juniper-command clear ddos-protection protocols ftpv6 culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols sshv6 statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols sshv6 states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols sshv6 culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols snmpv6 statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols snmpv6 states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols snmpv6 culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ancpv6 statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ancpv6 states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ancpv6 culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ospfv3v6 statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ospfv3v6 states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ospfv3v6 culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols lacp statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols lacp states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols lacp culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols stp statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols stp states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols stp culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols esmc statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols esmc states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols esmc culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols oam-lfm statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols oam-lfm states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols oam-lfm culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols eoam statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols eoam states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols eoam culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols lldp statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols lldp states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols lldp culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols mvrp statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols mvrp states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols mvrp culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pmvrp statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pmvrp states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pmvrp culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols arp statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols arp states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols arp culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pvstp statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pvstp states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pvstp culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols isis statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols isis states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols isis culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pos statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pos states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pos culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols mlp statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols mlp states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols mlp culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols jfm statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols jfm states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols jfm culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols atm statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols atm states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols atm culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pfe-alive statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pfe-alive states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pfe-alive culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ttl statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ttl states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ttl culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ip-options statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ip-options states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ip-options culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols redirect statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols redirect states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols redirect culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols multicast-copy statistics,libjkernel-dd.so,True
juniper-command clear ddos-protection protocols multicast-copy states,libjkernel-dd.so,True
juniper-command clear ddos-protection protocols multicast-copy culprit-flows,libjkernel-dd.so,True
juniper-command clear ddos-protection protocols mac-host statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols mac-host states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols mac-host culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols tunnel-fragment statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols tunnel-fragment states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols tunnel-fragment culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols igmp-snoop statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols igmp-snoop states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols igmp-snoop culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols services statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols services states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols services culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols demux-autosense statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols demux-autosense states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols demux-autosense culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols reject statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols reject states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols reject culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols rejectv6 statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols rejectv6 states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols rejectv6 culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols firewall-host statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols firewall-host states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols firewall-host culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols tcp-flags statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols tcp-flags states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols tcp-flags culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols dtcp statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols dtcp states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols dtcp culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols radius statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols radius states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols radius culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ntp statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ntp states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ntp culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols tacacs statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols tacacs states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols tacacs culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols dns statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols dns states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols dns culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols diameter statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols diameter states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols diameter culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ip-fragments statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ip-fragments states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ip-fragments culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols l2tp statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols l2tp states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols l2tp culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols gre statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols gre states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols gre culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pimv6 statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pimv6 states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols pimv6 culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols icmpv6 statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols icmpv6 states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols icmpv6 culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ndpv6 statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ndpv6 states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols ndpv6 culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols sample statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols sample states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols sample culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols fab-probe statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols fab-probe states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols fab-probe culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols unclassified statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols unclassified states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols unclassified culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols l2pt statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols l2pt states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols l2pt culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols keepalive statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols keepalive states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols keepalive culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols inline-ka statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols inline-ka states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols inline-ka culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols inline-svcs statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols inline-svcs states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols inline-svcs culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols frame-relay statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols frame-relay states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols frame-relay culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols amtv4 statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols amtv4 states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols amtv4 culprit-flows,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols amtv6 statistics,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols amtv6 states,libjkernel-dd.so,False
juniper-command clear ddos-protection protocols amtv6 culprit-flows,libjkernel-dd.so,False
juniper-command clear dhcp relay binding binding-clear-choice,libjkernel-dd.so,False
juniper-command clear dhcp relay binding address,libjkernel-dd.so,False
juniper-command clear dhcp relay binding interfaces-wildcard,libjkernel-dd.so,False
juniper-command clear dhcp relay binding interfaces-vlan,libjkernel-dd.so,False
juniper-command clear dhcp relay binding all,libjkernel-dd.so,False
juniper-command clear dhcp relay binding routing-instance,libjkernel-dd.so,False
juniper-command clear dhcp relay binding bridge-domain,libjkernel-dd.so,False
juniper-command clear dhcp relay binding force,libjkernel-dd.so,True
juniper-command clear dhcp relay binding logical-system,libjkernel-dd.so,False
juniper-command clear dhcp relay statistics routing-instance,libjkernel-dd.so,False
juniper-command clear dhcp relay statistics bridge-domain,libjkernel-dd.so,False
juniper-command clear dhcp relay statistics logical-system,libjkernel-dd.so,False
juniper-command clear dhcp server binding binding-clear-choice,libjkernel-dd.so,False
juniper-command clear dhcp server binding address,libjkernel-dd.so,False
juniper-command clear dhcp server binding interfaces-wildcard,libjkernel-dd.so,False
juniper-command clear dhcp server binding interfaces-vlan,libjkernel-dd.so,False
juniper-command clear dhcp server binding all,libjkernel-dd.so,False
juniper-command clear dhcp server binding routing-instance,libjkernel-dd.so,False
juniper-command clear dhcp server binding force,libjkernel-dd.so,True
juniper-command clear dhcp server binding logical-system,libjkernel-dd.so,False
juniper-command clear dhcp server statistics routing-instance,libjkernel-dd.so,False
juniper-command clear dhcp server statistics logical-system,libjkernel-dd.so,False
juniper-command clear dhcp client binding binding-clear-choice,libjkernel-dd.so,False
juniper-command clear dhcp client binding interface,libjkernel-dd.so,False
juniper-command clear dhcp client binding all,libjkernel-dd.so,False
juniper-command clear dhcp client binding routing-instance,libjkernel-dd.so,False
juniper-command clear dhcp client binding logical-system,libjkernel-dd.so,False
juniper-command clear dhcp client statistics routing-instance,libjkernel-dd.so,False
juniper-command clear dhcp client statistics logical-system,libjkernel-dd.so,False
juniper-command clear dhcpv6 relay binding binding-clear-choice,libjkernel-dd.so,False
juniper-command clear dhcpv6 relay binding address,libjkernel-dd.so,False
juniper-command clear dhcpv6 relay binding interfaces-wildcard,libjkernel-dd.so,False
juniper-command clear dhcpv6 relay binding interfaces-vlan,libjkernel-dd.so,False
juniper-command clear dhcpv6 relay binding all,libjkernel-dd.so,False
juniper-command clear dhcpv6 relay binding routing-instance,libjkernel-dd.so,False
juniper-command clear dhcpv6 relay binding force,libjkernel-dd.so,True
juniper-command clear dhcpv6 relay binding logical-system,libjkernel-dd.so,False
juniper-command clear dhcpv6 relay statistics routing-instance,libjkernel-dd.so,False
juniper-command clear dhcpv6 relay statistics logical-system,libjkernel-dd.so,False
juniper-command clear dhcpv6 server binding binding-clear-choice,libjkernel-dd.so,False
juniper-command clear dhcpv6 server binding address,libjkernel-dd.so,False
juniper-command clear dhcpv6 server binding interfaces-wildcard,libjkernel-dd.so,False
juniper-command clear dhcpv6 server binding interfaces-vlan,libjkernel-dd.so,False
juniper-command clear dhcpv6 server binding all,libjkernel-dd.so,False
juniper-command clear dhcpv6 server binding routing-instance,libjkernel-dd.so,False
juniper-command clear dhcpv6 server binding force,libjkernel-dd.so,True
juniper-command clear dhcpv6 server binding logical-system,libjkernel-dd.so,False
juniper-command clear dhcpv6 server statistics routing-instance,libjkernel-dd.so,False
juniper-command clear dhcpv6 server statistics logical-system,libjkernel-dd.so,False
juniper-command clear dhcpv6 dynamic-server binding binding-clear-choice,libjkernel-dd.so,False
juniper-command clear dhcpv6 dynamic-server binding address,libjkernel-dd.so,False
juniper-command clear dhcpv6 dynamic-server binding interfaces-wildcard,libjkernel-dd.so,False
juniper-command clear dhcpv6 dynamic-server binding interfaces-vlan,libjkernel-dd.so,False
juniper-command clear dhcpv6 dynamic-server binding all,libjkernel-dd.so,False
juniper-command clear dhcpv6 dynamic-server binding routing-instance,libjkernel-dd.so,False
juniper-command clear dhcpv6 dynamic-server binding force,libjkernel-dd.so,True
juniper-command clear dhcpv6 dynamic-server binding logical-system,libjkernel-dd.so,False
juniper-command clear dhcpv6 dynamic-server statistics routing-instance,libjkernel-dd.so,False
juniper-command clear dhcpv6 dynamic-server statistics logical-system,libjkernel-dd.so,False
juniper-command clear dhcpv6 client binding binding-clear-choice,libjkernel-dd.so,False
juniper-command clear dhcpv6 client binding interface,libjkernel-dd.so,False
juniper-command clear dhcpv6 client binding all,libjkernel-dd.so,False
juniper-command clear dhcpv6 client binding routing-instance,libjkernel-dd.so,False
juniper-command clear dhcpv6 client binding logical-system,libjkernel-dd.so,False
juniper-command clear dhcpv6 client statistics routing-instance,libjkernel-dd.so,False
juniper-command clear dhcpv6 client statistics logical-system,libjkernel-dd.so,False
juniper-command clear services subscriber sessions criteria,libjkernel-dd.so,False
juniper-command clear services subscriber sessions client-id,libjkernel-dd.so,False
juniper-command clear services subscriber sessions ip-address,libjkernel-dd.so,True
juniper-command clear services subscriber sessions interface,libjkernel-dd.so,True
juniper-command clear services subscriber sessions service-interface,libjkernel-dd.so,True
juniper-command clear services subscriber sessions routing-instance,libjkernel-dd.so,True
juniper-command clear lacp statistics interfaces interface-name,libjkernel-dd.so,False
juniper-command clear lacp timeouts interfaces interface-name,libjkernel-dd.so,False
juniper-command clear interfaces interface-set statistics all,libjkernel-dd.so,False
juniper-command clear interfaces interface-set statistics interface-set-name,libjkernel-dd.so,False
juniper-command clear interfaces mac-database statistics all,libjkernel-dd.so,False
juniper-command clear interfaces mac-database statistics interface-name,libjkernel-dd.so,False
juniper-command clear forwarding-options interface aggregate all,libjkernel-dd.so,False
juniper-command clear forwarding-options interface aggregate interface-name,libjkernel-dd.so,False
juniper-command clear pfe statistics ip options,libjkernel-dd.so,False
juniper-command clear pfe statistics ip icmp,libjkernel-dd.so,False
juniper-command clear pfe statistics ip6 icmp,libjkernel-dd.so,False
juniper-command clear accounting server statistics interim,libjkernel-dd.so,True
juniper-command clear shmlog entries logname log,libjkernel-dd.so,True
juniper-command clear shmlog entries logname all,libjkernel-dd.so,True
juniper-command clear shmlog statistics logname log,libjkernel-dd.so,True
juniper-command clear shmlog statistics logname all,libjkernel-dd.so,True
juniper-command clear shmlog all-info logname log,libjkernel-dd.so,True
juniper-command clear shmlog all-info logname all,libjkernel-dd.so,True
juniper-command clear snmp health-monitor routing-engine history,libjkernel-dd.so,False
juniper-command clear snmp history entry all,libjkernel-dd.so,False
juniper-command clear snmp history entry index,libjkernel-dd.so,False
juniper-command clear virtual-node protocol statistics daemon-type,libjkernel-dd.so,True
juniper-command clear virtual-node protocol statistics fabric,libjkernel-dd.so,True
juniper-command clear virtual-node protocol statistics provisioning,libjkernel-dd.so,True
juniper-command request dhcp server reconfigure reconfigure-choice,libjkernel-dd.so,False
juniper-command request dhcp server reconfigure address,libjkernel-dd.so,False
juniper-command request dhcp server reconfigure all,libjkernel-dd.so,False
juniper-command request dhcp server reconfigure routing-instance,libjkernel-dd.so,False
juniper-command request dhcp server reconfigure logical-system,libjkernel-dd.so,False
juniper-command request dhcp client renew renew-choice,libjkernel-dd.so,False
juniper-command request dhcp client renew interface,libjkernel-dd.so,False
juniper-command request dhcp client renew all,libjkernel-dd.so,False
juniper-command request dhcp client renew routing-instance,libjkernel-dd.so,False
juniper-command request dhcp client renew logical-system,libjkernel-dd.so,False
juniper-command request dhcpv6 client renew renew-choice,libjkernel-dd.so,False
juniper-command request dhcpv6 client renew interface,libjkernel-dd.so,False
juniper-command request dhcpv6 client renew all,libjkernel-dd.so,False
juniper-command request dhcpv6 client renew routing-instance,libjkernel-dd.so,False
juniper-command request dhcpv6 client renew logical-system,libjkernel-dd.so,False
juniper-command request dhcpv6 server reconfigure reconfigure-choice,libjkernel-dd.so,False
juniper-command request dhcpv6 server reconfigure address,libjkernel-dd.so,False
juniper-command request dhcpv6 server reconfigure all,libjkernel-dd.so,False
juniper-command request dhcpv6 server reconfigure routing-instance,libjkernel-dd.so,False
juniper-command request dhcpv6 server reconfigure logical-system,libjkernel-dd.so,False
juniper-command request services static-subscribers login filter,libjkernel-dd.so,False
juniper-command request services static-subscribers login interface,libjkernel-dd.so,False
juniper-command request services static-subscribers login group,libjkernel-dd.so,False
juniper-command request services static-subscribers logout filter,libjkernel-dd.so,False
juniper-command request services static-subscribers logout interface,libjkernel-dd.so,False
juniper-command request services static-subscribers logout group,libjkernel-dd.so,False
juniper-command request interface mc-ae switchover mcae-id,libjkernel-dd.so,True
juniper-command request system reboot power-off fpc,libjkernel-dd.so,False
juniper-command request system reboot media disk,libjkernel-dd.so,False
juniper-command request system reboot media compact-flash,libjkernel-dd.so,False
juniper-command request system reboot media pcmcia-flash,libjkernel-dd.so,True
juniper-command request system reboot media lan,libjkernel-dd.so,True
juniper-command request system reboot media usb,libjkernel-dd.so,False
juniper-command request system reboot media recovery-compact-flash,libjkernel-dd.so,True
juniper-command request system reboot media removable-compact-flash,libjkernel-dd.so,False
juniper-command request system reboot media external,libjkernel-dd.so,False
juniper-command request system reboot media internal,libjkernel-dd.so,False
juniper-command request system reboot media nand-flash0,libjkernel-dd.so,False
juniper-command request system reboot media nand-flash1,libjkernel-dd.so,False
juniper-command request system reboot slice alternate,libjkernel-dd.so,False
juniper-command request system reboot slice 1,libjkernel-dd.so,False
juniper-command request system reboot slice 2,libjkernel-dd.so,False
juniper-command request system reboot routing-engine both-routing-engines,libjkernel-dd.so,False
juniper-command request system reboot routing-engine other-routing-engine,libjkernel-dd.so,False
juniper-command request system reboot node all,libjkernel-dd.so,False
juniper-command request system reboot node local,libjkernel-dd.so,False
juniper-command request system reboot node primary,libjkernel-dd.so,False
juniper-command request system reboot node node-id,libjkernel-dd.so,False
juniper-command request system core-dump daemon-name interface-control,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name snmp,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name mib-process,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name remote-operations,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name ppp,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name adaptive-services,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name redundancy-services,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name service-pics,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name management,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name jflow,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name sampling,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name active-probe,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name ilmi,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name class-of-service,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name ipsec-key-management,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name pic-services-logging,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name link-management,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name helper,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name routing-socket-proxy,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name firewall,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name l2tp-service,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name web-management,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name forwarding,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name rmopd,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name service-deployment,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name dhcp,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name pppoe,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name usb-control,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name system-logging,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name ggsn-cdr-logging,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name dynamic-flow-capture,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name example-service,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name l2-learning,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name audit-process,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name hostname-caching-process,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name lacp,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name event-processing,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name l2-control,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name lfm,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name cfm,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name dhcp-service,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name mpls-traceroute,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name pgcp-service,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name database-replication,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name send,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name dot1x-protocol,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name ethernet-switching,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name lldpd-service,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name virtual-chassis-control,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name ppp-service,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name subscriber-management,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name ddos-service,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name virtual-node-service,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name virtual-node-fabric,libjkernel-dd.so,True
juniper-command request system core-dump daemon-name multicast-snooping,libjkernel-dd.so,True
juniper-command request system halt power-off fpc,libjkernel-dd.so,False
juniper-command request system halt media disk,libjkernel-dd.so,False
juniper-command request system halt media compact-flash,libjkernel-dd.so,False
juniper-command request system halt media pcmcia-flash,libjkernel-dd.so,True
juniper-command request system halt media lan,libjkernel-dd.so,True
juniper-command request system halt media usb,libjkernel-dd.so,False
juniper-command request system halt media recovery-compact-flash,libjkernel-dd.so,True
juniper-command request system halt media removable-compact-flash,libjkernel-dd.so,False
juniper-command request system halt media external,libjkernel-dd.so,False
juniper-command request system halt media internal,libjkernel-dd.so,False
juniper-command request system halt media nand-flash0,libjkernel-dd.so,False
juniper-command request system halt media nand-flash1,libjkernel-dd.so,False
juniper-command request system halt slice alternate,libjkernel-dd.so,False
juniper-command request system halt slice 1,libjkernel-dd.so,False
juniper-command request system halt slice 2,libjkernel-dd.so,False
juniper-command request system halt routing-engine both-routing-engines,libjkernel-dd.so,False
juniper-command request system halt routing-engine other-routing-engine,libjkernel-dd.so,False
juniper-command request system halt routing-engine backup-routing-engine,libjkernel-dd.so,True
juniper-command request system power-off power-off fpc,libjkernel-dd.so,False
juniper-command request system power-off media disk,libjkernel-dd.so,False
juniper-command request system power-off media compact-flash,libjkernel-dd.so,False
juniper-command request system power-off media pcmcia-flash,libjkernel-dd.so,True
juniper-command request system power-off media lan,libjkernel-dd.so,True
juniper-command request system power-off media usb,libjkernel-dd.so,False
juniper-command request system power-off media recovery-compact-flash,libjkernel-dd.so,True
juniper-command request system power-off media removable-compact-flash,libjkernel-dd.so,False
juniper-command request system power-off media external,libjkernel-dd.so,False
juniper-command request system power-off media internal,libjkernel-dd.so,False
juniper-command request system power-off media nand-flash0,libjkernel-dd.so,False
juniper-command request system power-off media nand-flash1,libjkernel-dd.so,False
juniper-command request system power-off slice alternate,libjkernel-dd.so,False
juniper-command request system power-off slice 1,libjkernel-dd.so,False
juniper-command request system power-off slice 2,libjkernel-dd.so,False
